N,S_rec
100,1.0375
101,0.97772277227722772
102,0.9803921568627451
103,0.97087378640776699
104,0.90144230769230769
105,1
106,0.95518867924528302
107,0.93457943925233645
108,1.0185185185185185
109,0.9518348623853211
110,0.97727272727272727
111,0.92342342342342342
112,1.015625
113,0.90707964601769912
114,0.95394736842105263
115,0.93478260869565217
116,0.90517241379310345
117,0.87606837606837607
118,0.92161016949152542
119,0.95588235294117647
120,1.03125
121,0.95041322314049587
122,0.91188524590163934
123,0.96544715447154472
124,0.91733870967741935
125,1
126,0.90277777777777778
127,0.88582677165354331
128,0.91796875
129,0.91085271317829457
130,0.96153846153846154
131,0.92557251908396947
132,0.89015151515151515
133,0.9962406015037594
134,0.90485074626865672
135,1
136,0.96507352941176471
137,0.90328467153284672
138,0.82427536231884058
139,0.93525179856115108
140,0.92857142857142857
141,0.93085106382978723
142,0.93309859154929577
143,0.91783216783216783
144,0.98090277777777778
145,0.96551724137931034
146,1.0273972602739726
147,0.90986394557823129
148,0.94594594594594595
149,0.93959731543624161
150,0.93333333333333333
151,0.98509933774834437
152,0.91282894736842105
153,0.88235294117647059
154,0.99025974025974026
155,0.99193548387096774
156,1.0496794871794872
157,0.97133757961783439
158,0.8939873417721519
159,0.89622641509433962
160,0.953125
161,1.0015527950310559
162,0.94135802469135802
163,0.88190184049079755
164,0.9298780487804878
165,0.90909090909090909
166,1.016566265060241
167,0.87574850299401198
168,0.93005952380952381
169,0.91715976331360947
170,0.94117647058823529
171,0.89912280701754386
172,0.96656976744186047
173,0.91040462427745665
174,0.86925287356321839
175,1
176,0.95880681818181818
177,0.95338983050847458
178,0.9550561797752809
179,0.93575418994413408
180,0.9375
181,0.99447513812154696
182,0.96840659340659341
183,0.92896174863387978
184,0.91032608695652174
185,0.97972972972972973
186,0.9543010752688172
187,0.95588235294117647
188,0.9773936170212766
189,0.91931216931216931
190,1.0263157894736842
191,0.97513089005235602
192,0.97005208333333333
193,0.9650259067357513
194,0.88917525773195876
195,0.97435897435897436
196,0.96301020408163265
197,0.92639593908629442
198,0.93434343434343434
199,0.89195979899497487
200,0.95625
201,0.98258706467661692
202,0.95297029702970297
203,0.92980295566502463
204,0.95588235294117647
205,0.92682926829268293
206,0.97694174757281553
207,0.90579710144927536
208,0.97355769230769231
209,0.89114832535885167
210,0.94642857142857143
211,0.93009478672985782
212,0.94929245283018868
213,0.93896713615023474
214,0.91121495327102804
215,0.98837209302325581
216,0.94907407407407407
217,0.93894009216589862
218,1.0378440366972477
219,0.97031963470319635
220,1
221,0.93891402714932127
222,0.9740990990990991
223,0.84641255605381166
224,0.89285714285714286
225,1
226,1.0287610619469027
227,0.94162995594713656
228,0.98135964912280702
229,0.95524017467248908
230,0.92934782608695652
231,0.9632034632034632
232,0.94288793103448276
233,0.92811158798283262
234,1.0042735042735043
235,0.97340425531914894
236,0.92161016949152542
237,0.95464135021097046
238,0.91386554621848739
239,0.87866108786610879
240,0.97916666666666667
241,0.96473029045643154
242,1.0072314049586777
243,0.88477366255144033
244,0.86065573770491803
245,0.98979591836734694
246,0.89939024390243902
247,0.93623481781376518
248,0.97782258064516129
249,0.91365461847389558
250,0.91
251,0.92629482071713147
252,0.90277777777777778
253,0.94861660079051383
254,0.93996062992125984
255,0.87745098039215686
256,0.927734375
257,0.99221789883268482
258,0.89147286821705426
259,0.97972972972972973
260,0.89903846153846154
261,1.0009578544061303
262,0.9732824427480916
263,0.96958174904942966
264,0.93276515151515152
265,0.98113207547169811
266,0.89285714285714286
267,0.89887640449438202
268,0.99347014925373134
269,0.95260223048327138
270,0.92592592592592593
271,0.98708487084870849
272,0.9375
273,0.99358974358974359
274,1.0036496350364964
275,0.86363636363636364
276,0.91938405797101449
277,0.92509025270758123
278,0.9487410071942446
279,0.88709677419354839
280,0.95089285714285714
281,0.92526690391459075
282,0.93971631205673759
283,0.90106007067137809
284,0.92869718309859155
285,0.96052631578947368
286,0.9527972027972028
287,0.95818815331010453
288,0.98958333333333333
289,0.89532871972318339
290,0.93103448275862069
291,1.0008591065292096
292,0.9589041095890411
293,0.99402730375426621
294,0.97789115646258503
295,0.91525423728813559
296,0.96283783783783784
297,0.93013468013468013
298,0.9773489932885906
299,0.95317725752508361
300,0.925
301,0.93853820598006645
302,0.93129139072847682
303,0.89521452145214521
304,0.95805921052631579
305,0.95901639344262295
306,1.0130718954248366
307,0.99348534201954397
308,0.9375
309,0.94660194174757282
310,0.91129032258064516
311,0.96061093247588424
312,0.97756410256410256
313,0.92252396166134185
314,0.95939490445859873
315,0.96031746031746032
316,0.95727848101265823
317,0.96214511041009464
318,0.92374213836477987
319,0.94435736677115987
320,0.92578125
321,0.96962616822429907
322,0.93944099378881988
323,0.92879256965944272
324,0.94135802469135802
325,0.90769230769230769
326,0.95858895705521472
327,0.95948012232415902
328,0.92606707317073171
329,0.93844984802431611
330,0.96212121212121212
331,0.98564954682779456
332,0.94879518072289157
333,0.94594594594594595
334,0.97305389221556886
335,0.93283582089552239
336,0.97098214285714286
337,0.91246290801186944
338,0.91346153846153846
339,0.95870206489675516
340,0.95955882352941176
341,0.88709677419354839
342,0.91739766081871345
343,0.93658892128279883
344,0.92659883720930233
345,0.96014492753623188
346,0.96459537572254335
347,0.99063400576368876
348,0.96264367816091954
349,0.97421203438395415
350,0.96428571428571429
351,0.91524216524216524
352,0.98366477272727273
353,0.94546742209631728
354,0.96045197740112994
355,0.99295774647887324
356,0.95856741573033708
357,0.95238095238095238
358,0.92877094972067039
359,0.85654596100278552
360,0.95486111111111111
361,0.96606648199445983
362,0.93922651933701657
363,0.94352617079889807
364,0.94093406593406593
365,0.98287671232876712
366,0.96653005464480874
367,0.94005449591280654
368,0.96127717391304348
369,0.91124661246612466
370,0.90878378378378378
371,0.98045822102425876
372,0.98118279569892473
373,0.93498659517426273
374,0.97593582887700535
375,1
376,0.91422872340425532
377,0.95822281167108753
378,0.95238095238095238
379,0.95316622691292876
380,0.93421052631578947
381,0.91863517060367454
382,0.94895287958115183
383,0.93994778067885117
384,0.92447916666666667
385,0.93181818181818182
386,0.91645077720207254
387,0.94961240310077519
388,0.98260309278350515
389,0.88046272493573265
390,0.97756410256410256
391,0.92071611253196931
392,0.88329081632653061
393,0.93829516539440204
394,0.92956852791878173
395,0.94936708860759494
396,0.97853535353535354
397,0.91309823677581864
398,0.95163316582914573
399,0.96804511278195489
400,0.953125
401,0.96945137157107232
402,0.95460199004975124
403,0.93362282878411911
404,0.9375
405,0.97222222222222222
406,0.95751231527093596
407,0.92751842751842752
408,0.92830882352941176
409,0.94132029339853301
410,0.96951219512195122
411,0.97627737226277372
412,0.9162621359223301
413,0.9473365617433414
414,0.94504830917874396
415,0.92168674698795181
416,0.91346153846153846
417,0.99820143884892086
418,0.94796650717703349
419,0.92482100238663484
420,0.96130952380952381
421,0.95605700712589074
422,0.93601895734597156
423,1.0047281323877069
424,0.9375
425,0.90294117647058824
426,0.90962441314553991
427,0.94555035128805621
428,0.9433411214953271
429,0.99067599067599068
430,0.9186046511627907
431,0.89037122969837587
432,0.94907407407407407
433,0.96420323325635104
434,0.99078341013824885
435,0.9396551724137931
436,0.99197247706422018
437,0.96395881006864989
438,0.94178082191780822
439,0.95671981776765376
440,0.93465909090909091
441,0.94671201814058957
442,0.99264705882352941
443,0.93679458239277652
444,0.97972972972972973
445,0.91853932584269663
446,0.94730941704035874
447,0.95078299776286353
448,0.94308035714285714
449,0.96046770601336303
450,0.94722222222222222
451,0.9229490022172949
452,0.9706858407079646
453,0.95474613686534216
454,0.9526431718061674
455,0.97802197802197802
456,0.94298245614035088
457,0.94638949671772429
458,0.97434497816593886
459,0.96949891067538126
460,0.95108695652173913
461,0.93275488069414317
462,0.92532467532467532
463,0.97462203023758099
464,0.90247844827586207
465,0.95698924731182796
466,0.94420600858369099
467,0.93147751605995717
468,0.92948717948717949
469,0.95682302771855011
470,0.87234042553191489
471,0.91560509554140127
472,0.93485169491525424
473,0.95137420718816068
474,0.95464135021097046
475,0.96578947368421053
476,0.9532563025210084
477,0.96436058700209644
478,1.0172594142259414
479,0.94728601252609603
480,0.953125
481,0.96153846153846154
482,0.98288381742738589
483,0.90838509316770186
484,0.93233471074380165
485,0.94845360824742268
486,0.92592592592592593
487,0.87782340862422998
488,0.92469262295081967
489,0.92024539877300613
490,0.97448979591836735
491,0.98268839103869654
492,0.96290650406504065
493,0.96602434077079108
494,0.95647773279352227
495,0.96212121212121212
496,0.91229838709677419
497,0.92303822937625755
498,0.91867469879518072
499,0.94939879759519038
500,0.9225
501,0.9281437125748503
502,0.92380478087649402
503,0.96421471172962227
504,0.94246031746031746
505,0.95792079207920792
506,0.98073122529644269
507,0.98372781065088757
508,0.9030511811023622
509,0.95776031434184676
510,0.94362745098039216
511,0.92954990215264188
512,0.93994140625
513,0.9405458089668616
514,0.91682879377431907
515,0.96116504854368932
516,0.93507751937984496
517,0.9574468085106383
518,0.96766409266409266
519,0.97302504816955684
520,0.94471153846153846
521,0.904510556621881
522,0.9818007662835249
523,0.9751434034416826
524,0.9732824427480916
525,0.94285714285714286
